sale_id,sale_date,year,month,store_name,location,store_type,product_name,category,quantity,unit_price,discount_amount,total_sales,cost_price,gross_profit,payment_method
SALE-103965,2025-10-22,2025,10,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Face Cream,Skin Care,6,5200,500,30700,3600,9100,Cash
SALE-103966,2024-04-12,2024,4,Justrite Ogba,Ogba,Supermarket,GlowCare Body Lotion,Body Care,4,4500,1000,17000,3200,4200,Transfer
SALE-103967,2025-07-10,2025,7,Shoprite The Palms,Lekki,Supermarket,GlowCare Face Cream,Skin Care,12,5200,0,62400,3600,19200,Transfer
SALE-103968,2024-08-08,2024,8,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Body Lotion,Body Care,13,4500,0,58500,3200,16900,Cash
SALE-103969,2023-10-20,2023,10,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Facial Cleanser,Skin Care,1,4800,500,4300,3300,1000,Cash
SALE-103970,2023-02-14,2023,2,Jendol Alakuko,Alakuko,Superstore,GlowCare Facial Cleanser,Skin Care,11,4800,0,52800,3300,16500,Cash
SALE-103971,2024-12-21,2024,12,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Face Cream,Skin Care,1,5200,1000,4200,3600,600,POS
SALE-103972,2025-05-06,2025,5,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Shower Gel,Bath Care,9,3800,500,33700,2600,10300,Transfer
SALE-103973,2024-06-18,2024,6,Shoprite The Palms,Lekki,Supermarket,GlowCare Body Lotion,Body Care,7,4500,0,31500,3200,9100,POS
SALE-103974,2024-06-30,2024,6,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Shower Gel,Bath Care,8,3800,0,30400,2600,9600,POS
SALE-103975,2024-09-25,2024,9,Justrite Ogba,Ogba,Supermarket,GlowCare Face Cream,Skin Care,8,5200,1000,40600,3600,11800,Cash
SALE-103976,2024-01-06,2024,1,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Face Cream,Skin Care,10,5200,1000,51000,3600,15000,Cash
SALE-103977,2024-04-06,2024,4,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Facial Cleanser,Skin Care,3,4800,0,14400,3300,4500,Transfer
SALE-103978,2025-05-19,2025,5,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Body Scrub,Body Care,6,4200,0,25200,3000,7200,POS
SALE-103979,2023-11-27,2023,11,Shoprite The Palms,Lekki,Supermarket,GlowCare Shower Gel,Bath Care,9,3800,0,34200,2600,10800,POS
SALE-103980,2025-04-05,2025,4,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Facial Cleanser,Skin Care,12,4800,0,57600,3300,18000,Cash
SALE-103981,2023-02-02,2023,2,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Shower Gel,Bath Care,9,3800,0,34200,2600,10800,Transfer
SALE-103982,2023-06-28,2023,6,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Body Scrub,Body Care,4,4200,500,16300,3000,4300,Transfer
SALE-103983,2023-10-27,2023,10,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Shower Gel,Bath Care,7,3800,0,26600,2600,8400,POS
SALE-103984,2025-03-26,2025,3,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Face Cream,Skin Care,5,5200,0,26000,3600,8000,Transfer
SALE-103985,2024-07-29,2024,7,Shoprite Festival Mall,Festac,Supermarket,GlowCare Body Lotion,Body Care,14,4500,0,63000,3200,18200,Cash
SALE-103986,2025-09-10,2025,9,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Face Cream,Skin Care,3,5200,0,15600,3600,4800,POS
SALE-103987,2025-06-01,2025,6,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Facial Cleanser,Skin Care,10,4800,0,48000,3300,15000,Transfer
SALE-103988,2023-04-10,2023,4,Shoprite The Palms,Lekki,Supermarket,GlowCare Body Lotion,Body Care,8,4500,0,36000,3200,10400,Cash
SALE-103989,2024-07-20,2024,7,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Facial Cleanser,Skin Care,14,4800,0,67200,3300,21000,Cash
SALE-103990,2024-02-10,2024,2,Jendol Egbeda,Egbeda,Superstore,GlowCare Face Cream,Skin Care,11,5200,0,57200,3600,17600,POS
SALE-103991,2023-04-18,2023,4,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Body Lotion,Body Care,6,4500,1000,26000,3200,6800,POS
SALE-103992,2024-10-17,2024,10,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Shower Gel,Bath Care,1,3800,500,3300,2600,700,Transfer
SALE-103993,2023-07-29,2023,7,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Face Cream,Skin Care,13,5200,1000,66600,3600,19800,Cash
SALE-103994,2024-07-30,2024,7,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Body Lotion,Body Care,6,4500,1000,26000,3200,6800,Cash
SALE-103995,2023-06-12,2023,6,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Facial Cleanser,Skin Care,8,4800,0,38400,3300,12000,POS
SALE-103996,2024-03-01,2024,3,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Face Cream,Skin Care,2,5200,500,9900,3600,2700,POS
SALE-103997,2023-12-24,2023,12,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Facial Cleanser,Skin Care,1,4800,0,4800,3300,1500,Cash
SALE-103998,2025-09-17,2025,9,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Shower Gel,Bath Care,2,3800,0,7600,2600,2400,Cash
SALE-103999,2025-11-24,2025,11,Shoprite The Palms,Lekki,Supermarket,GlowCare Body Lotion,Body Care,5,4500,1000,21500,3200,5500,Transfer
SALE-104000,2024-06-21,2024,6,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Body Scrub,Body Care,10,4200,0,42000,3000,12000,POS
SALE-104001,2023-04-05,2023,4,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Shower Gel,Bath Care,5,3800,0,19000,2600,6000,Cash
SALE-104002,2023-03-07,2023,3,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Face Cream,Skin Care,10,5200,0,52000,3600,16000,POS
SALE-104003,2025-04-16,2025,4,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Face Cream,Skin Care,4,5200,0,20800,3600,6400,Transfer
SALE-104004,2025-12-27,2025,12,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Body Lotion,Body Care,10,4500,500,44500,3200,12500,POS
SALE-104005,2025-11-04,2025,11,Jendol Alakuko,Alakuko,Superstore,GlowCare Body Scrub,Body Care,6,4200,0,25200,3000,7200,Cash
SALE-104006,2024-11-24,2024,11,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Facial Cleanser,Skin Care,14,4800,0,67200,3300,21000,Transfer
SALE-104007,2023-09-01,2023,9,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Shower Gel,Bath Care,3,3800,1000,10400,2600,2600,Cash
SALE-104008,2025-11-07,2025,11,Justrite Ogba,Ogba,Supermarket,GlowCare Body Lotion,Body Care,6,4500,0,27000,3200,7800,Transfer
SALE-104009,2024-11-28,2024,11,Jendol Alakuko,Alakuko,Superstore,GlowCare Face Cream,Skin Care,11,5200,0,57200,3600,17600,Cash
SALE-104010,2025-08-03,2025,8,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Body Lotion,Body Care,7,4500,500,31000,3200,8600,Cash
SALE-104011,2024-02-03,2024,2,Justrite Ogba,Ogba,Supermarket,GlowCare Body Lotion,Body Care,1,4500,1000,3500,3200,300,POS
SALE-104012,2023-05-30,2023,5,Shoprite The Palms,Lekki,Supermarket,GlowCare Body Lotion,Body Care,14,4500,500,62500,3200,17700,Cash
SALE-104013,2025-02-03,2025,2,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Body Lotion,Body Care,12,4500,0,54000,3200,15600,Cash
SALE-104014,2025-10-25,2025,10,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Body Lotion,Body Care,13,4500,1000,57500,3200,15900,Cash
SALE-104015,2023-01-24,2023,1,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Shower Gel,Bath Care,10,3800,0,38000,2600,12000,POS
SALE-104016,2023-04-13,2023,4,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Body Scrub,Body Care,4,4200,500,16300,3000,4300,POS
SALE-104017,2023-07-21,2023,7,Jendol Alakuko,Alakuko,Superstore,GlowCare Body Lotion,Body Care,5,4500,1000,21500,3200,5500,Cash
SALE-104018,2024-02-03,2024,2,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Facial Cleanser,Skin Care,6,4800,1000,27800,3300,8000,Transfer
SALE-104019,2024-08-09,2024,8,Justrite Ogba,Ogba,Supermarket,GlowCare Body Lotion,Body Care,2,4500,500,8500,3200,2100,Transfer
SALE-104020,2025-12-28,2025,12,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Face Cream,Skin Care,1,5200,0,5200,3600,1600,POS
SALE-104021,2023-04-26,2023,4,Shoprite Festival Mall,Festac,Supermarket,GlowCare Shower Gel,Bath Care,12,3800,0,45600,2600,14400,Transfer
SALE-104022,2023-12-26,2023,12,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Facial Cleanser,Skin Care,14,4800,1000,66200,3300,20000,POS
SALE-104023,2025-05-18,2025,5,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Facial Cleanser,Skin Care,3,4800,1000,13400,3300,3500,Transfer
SALE-104024,2023-01-28,2023,1,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Face Cream,Skin Care,8,5200,0,41600,3600,12800,POS
SALE-104025,2024-08-02,2024,8,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Shower Gel,Bath Care,1,3800,0,3800,2600,1200,Transfer
SALE-104026,2023-08-06,2023,8,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Shower Gel,Bath Care,6,3800,500,22300,2600,6700,Cash
SALE-104027,2025-02-26,2025,2,Jendol Alakuko,Alakuko,Superstore,GlowCare Face Cream,Skin Care,11,5200,0,57200,3600,17600,POS
SALE-104028,2025-06-02,2025,6,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Body Scrub,Body Care,8,4200,500,33100,3000,9100,POS
SALE-104029,2024-08-29,2024,8,Jendol Egbeda,Egbeda,Superstore,GlowCare Body Lotion,Body Care,10,4500,0,45000,3200,13000,Transfer
SALE-104030,2023-11-09,2023,11,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Face Cream,Skin Care,7,5200,1000,35400,3600,10200,POS
SALE-104031,2023-08-11,2023,8,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Facial Cleanser,Skin Care,5,4800,0,24000,3300,7500,Cash
SALE-104032,2023-06-22,2023,6,Shoprite The Palms,Lekki,Supermarket,GlowCare Facial Cleanser,Skin Care,4,4800,500,18700,3300,5500,POS
SALE-104033,2025-04-12,2025,4,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Face Cream,Skin Care,7,5200,1000,35400,3600,10200,Cash
SALE-104034,2023-04-28,2023,4,Shoprite The Palms,Lekki,Supermarket,GlowCare Face Cream,Skin Care,3,5200,500,15100,3600,4300,POS
SALE-104035,2024-04-07,2024,4,Justrite Ogba,Ogba,Supermarket,GlowCare Body Lotion,Body Care,10,4500,0,45000,3200,13000,Transfer
SALE-104036,2024-08-19,2024,8,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Shower Gel,Bath Care,4,3800,500,14700,2600,4300,Transfer
SALE-104037,2025-08-30,2025,8,Justrite Ogba,Ogba,Supermarket,GlowCare Facial Cleanser,Skin Care,6,4800,0,28800,3300,9000,Transfer
SALE-104038,2023-11-10,2023,11,Shoprite The Palms,Lekki,Supermarket,GlowCare Body Scrub,Body Care,9,4200,1000,36800,3000,9800,Transfer
SALE-104039,2023-09-03,2023,9,Jendol Alakuko,Alakuko,Superstore,GlowCare Body Lotion,Body Care,3,4500,0,13500,3200,3900,POS
SALE-104040,2024-06-13,2024,6,Shoprite Festival Mall,Festac,Supermarket,GlowCare Facial Cleanser,Skin Care,6,4800,0,28800,3300,9000,Transfer
SALE-104041,2025-01-29,2025,1,Justrite Ogba,Ogba,Supermarket,GlowCare Facial Cleanser,Skin Care,14,4800,1000,66200,3300,20000,POS
SALE-104042,2025-05-13,2025,5,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Face Cream,Skin Care,9,5200,500,46300,3600,13900,Cash
SALE-104043,2023-11-02,2023,11,Jendol Egbeda,Egbeda,Superstore,GlowCare Body Lotion,Body Care,11,4500,0,49500,3200,14300,POS
SALE-104044,2025-07-21,2025,7,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Body Scrub,Body Care,3,4200,0,12600,3000,3600,Cash
SALE-104045,2024-06-06,2024,6,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Face Cream,Skin Care,3,5200,0,15600,3600,4800,Transfer
SALE-104046,2025-08-13,2025,8,Jendol Alakuko,Alakuko,Superstore,GlowCare Shower Gel,Bath Care,6,3800,0,22800,2600,7200,POS
SALE-104047,2025-05-05,2025,5,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Shower Gel,Bath Care,14,3800,0,53200,2600,16800,Cash
SALE-104048,2025-10-04,2025,10,Justrite Ogba,Ogba,Supermarket,GlowCare Body Lotion,Body Care,14,4500,0,63000,3200,18200,POS
SALE-104049,2025-11-30,2025,11,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Body Lotion,Body Care,2,4500,500,8500,3200,2100,POS
SALE-104050,2025-09-23,2025,9,Jendol Egbeda,Egbeda,Superstore,GlowCare Body Lotion,Body Care,14,4500,500,62500,3200,17700,POS
SALE-104051,2025-12-22,2025,12,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Face Cream,Skin Care,5,5200,0,26000,3600,8000,Cash
SALE-104052,2024-03-18,2024,3,Shoprite The Palms,Lekki,Supermarket,GlowCare Shower Gel,Bath Care,9,3800,500,33700,2600,10300,POS
SALE-104053,2025-04-28,2025,4,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Shower Gel,Bath Care,12,3800,0,45600,2600,14400,Cash
SALE-104054,2023-06-04,2023,6,Jendol Egbeda,Egbeda,Superstore,GlowCare Facial Cleanser,Skin Care,3,4800,1000,13400,3300,3500,Transfer
SALE-104055,2025-09-07,2025,9,Jendol Alakuko,Alakuko,Superstore,GlowCare Body Lotion,Body Care,7,4500,500,31000,3200,8600,Transfer
SALE-104056,2023-05-30,2023,5,Shoprite Festival Mall,Festac,Supermarket,GlowCare Shower Gel,Bath Care,10,3800,500,37500,2600,11500,Cash
SALE-104057,2025-11-06,2025,11,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Body Scrub,Body Care,12,4200,500,49900,3000,13900,POS
SALE-104058,2023-10-07,2023,10,Justrite Ogba,Ogba,Supermarket,GlowCare Body Lotion,Body Care,1,4500,0,4500,3200,1300,Transfer
SALE-104059,2024-01-13,2024,1,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Body Scrub,Body Care,12,4200,0,50400,3000,14400,POS
SALE-104060,2025-06-25,2025,6,Shoprite The Palms,Lekki,Supermarket,GlowCare Body Lotion,Body Care,5,4500,0,22500,3200,6500,Transfer
SALE-104061,2024-01-06,2024,1,Shoprite Festival Mall,Festac,Supermarket,GlowCare Facial Cleanser,Skin Care,3,4800,1000,13400,3300,3500,POS
SALE-104062,2025-03-19,2025,3,Jendol Egbeda,Egbeda,Superstore,GlowCare Body Lotion,Body Care,6,4500,1000,26000,3200,6800,Transfer
SALE-104063,2025-12-16,2025,12,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Body Lotion,Body Care,14,4500,500,62500,3200,17700,POS
SALE-104064,2025-04-08,2025,4,Shoprite The Palms,Lekki,Supermarket,GlowCare Facial Cleanser,Skin Care,6,4800,0,28800,3300,9000,Cash
SALE-104065,2025-09-04,2025,9,Shoprite The Palms,Lekki,Supermarket,GlowCare Shower Gel,Bath Care,9,3800,1000,33200,2600,9800,Transfer
SALE-104066,2024-05-15,2024,5,Justrite Ogba,Ogba,Supermarket,GlowCare Face Cream,Skin Care,9,5200,0,46800,3600,14400,Transfer
SALE-104067,2023-07-04,2023,7,Justrite Ogba,Ogba,Supermarket,GlowCare Facial Cleanser,Skin Care,4,4800,1000,18200,3300,5000,Cash
SALE-104068,2025-06-11,2025,6,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Body Scrub,Body Care,13,4200,1000,53600,3000,14600,Transfer
SALE-104069,2025-01-15,2025,1,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Face Cream,Skin Care,9,5200,1000,45800,3600,13400,Transfer
SALE-104070,2023-08-15,2023,8,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Shower Gel,Bath Care,10,3800,0,38000,2600,12000,POS
SALE-104071,2023-11-03,2023,11,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Shower Gel,Bath Care,8,3800,1000,29400,2600,8600,POS
SALE-104072,2025-04-06,2025,4,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Face Cream,Skin Care,10,5200,500,51500,3600,15500,Transfer
SALE-104073,2024-09-21,2024,9,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Shower Gel,Bath Care,1,3800,0,3800,2600,1200,POS
SALE-104074,2023-03-22,2023,3,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Shower Gel,Bath Care,7,3800,0,26600,2600,8400,POS
SALE-104075,2023-05-24,2023,5,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Body Lotion,Body Care,4,4500,500,17500,3200,4700,Transfer
SALE-104076,2023-10-01,2023,10,Shoprite The Palms,Lekki,Supermarket,GlowCare Body Lotion,Body Care,13,4500,500,58000,3200,16400,Cash
SALE-104077,2023-04-17,2023,4,Shoprite The Palms,Lekki,Supermarket,GlowCare Shower Gel,Bath Care,14,3800,1000,52200,2600,15800,Cash
SALE-104078,2025-08-29,2025,8,Jendol Alakuko,Alakuko,Superstore,GlowCare Facial Cleanser,Skin Care,3,4800,1000,13400,3300,3500,Transfer
SALE-104079,2025-10-10,2025,10,Jendol Egbeda,Egbeda,Superstore,GlowCare Face Cream,Skin Care,6,5200,1000,30200,3600,8600,Cash
SALE-104080,2025-06-11,2025,6,Jendol Egbeda,Egbeda,Superstore,GlowCare Facial Cleanser,Skin Care,4,4800,0,19200,3300,6000,Transfer
SALE-104081,2024-03-13,2024,3,Shoprite Festival Mall,Festac,Supermarket,GlowCare Body Lotion,Body Care,10,4500,0,45000,3200,13000,POS
SALE-104082,2024-04-04,2024,4,Jendol Alakuko,Alakuko,Superstore,GlowCare Face Cream,Skin Care,8,5200,0,41600,3600,12800,Cash
SALE-104083,2023-01-15,2023,1,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Facial Cleanser,Skin Care,2,4800,1000,8600,3300,2000,POS
SALE-104084,2025-09-25,2025,9,Shoprite The Palms,Lekki,Supermarket,GlowCare Shower Gel,Bath Care,1,3800,1000,2800,2600,200,Transfer
SALE-104085,2023-02-05,2023,2,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Face Cream,Skin Care,13,5200,1000,66600,3600,19800,Transfer
SALE-104086,2023-04-03,2023,4,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Body Lotion,Body Care,12,4500,0,54000,3200,15600,POS
SALE-104087,2024-11-14,2024,11,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Body Scrub,Body Care,11,4200,0,46200,3000,13200,Transfer
SALE-104088,2025-12-11,2025,12,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Body Scrub,Body Care,13,4200,0,54600,3000,15600,Transfer
SALE-104089,2025-11-07,2025,11,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Face Cream,Skin Care,7,5200,500,35900,3600,10700,Cash
SALE-104090,2024-07-12,2024,7,Justrite Ogba,Ogba,Supermarket,GlowCare Body Lotion,Body Care,11,4500,0,49500,3200,14300,POS
SALE-104091,2025-11-02,2025,11,Jendol Egbeda,Egbeda,Superstore,GlowCare Shower Gel,Bath Care,5,3800,0,19000,2600,6000,POS
SALE-104092,2023-08-31,2023,8,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Shower Gel,Bath Care,10,3800,500,37500,2600,11500,Transfer
SALE-104093,2024-09-04,2024,9,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Body Scrub,Body Care,3,4200,0,12600,3000,3600,Transfer
SALE-104094,2025-07-22,2025,7,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Body Scrub,Body Care,1,4200,0,4200,3000,1200,Transfer
SALE-104095,2023-02-10,2023,2,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Facial Cleanser,Skin Care,13,4800,0,62400,3300,19500,POS
SALE-104096,2023-04-27,2023,4,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Shower Gel,Bath Care,2,3800,500,7100,2600,1900,Transfer
SALE-104097,2024-02-29,2024,2,Jendol Alakuko,Alakuko,Superstore,GlowCare Facial Cleanser,Skin Care,2,4800,500,9100,3300,2500,Transfer
SALE-104098,2023-12-05,2023,12,Jendol Alakuko,Alakuko,Superstore,GlowCare Facial Cleanser,Skin Care,14,4800,1000,66200,3300,20000,Cash
SALE-104099,2024-09-10,2024,9,Shoprite Festival Mall,Festac,Supermarket,GlowCare Body Lotion,Body Care,7,4500,0,31500,3200,9100,Transfer
SALE-104100,2023-09-09,2023,9,Justrite Ogba,Ogba,Supermarket,GlowCare Body Scrub,Body Care,9,4200,0,37800,3000,10800,Transfer
SALE-104101,2025-12-22,2025,12,Shoprite The Palms,Lekki,Supermarket,GlowCare Facial Cleanser,Skin Care,13,4800,1000,61400,3300,18500,POS
SALE-104102,2025-04-05,2025,4,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Face Cream,Skin Care,7,5200,500,35900,3600,10700,POS
SALE-104103,2025-07-25,2025,7,Justrite Ogba,Ogba,Supermarket,GlowCare Face Cream,Skin Care,1,5200,500,4700,3600,1100,Cash
SALE-104104,2025-04-28,2025,4,Shoprite The Palms,Lekki,Supermarket,GlowCare Facial Cleanser,Skin Care,14,4800,1000,66200,3300,20000,Cash
SALE-104105,2024-03-19,2024,3,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Body Lotion,Body Care,3,4500,500,13000,3200,3400,POS
SALE-104106,2024-09-19,2024,9,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Face Cream,Skin Care,6,5200,0,31200,3600,9600,Cash
SALE-104107,2025-06-26,2025,6,Jendol Egbeda,Egbeda,Superstore,GlowCare Body Lotion,Body Care,1,4500,500,4000,3200,800,Cash
SALE-104108,2023-02-23,2023,2,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Shower Gel,Bath Care,14,3800,0,53200,2600,16800,POS
SALE-104109,2023-03-26,2023,3,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Facial Cleanser,Skin Care,8,4800,0,38400,3300,12000,POS
SALE-104110,2023-10-31,2023,10,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Facial Cleanser,Skin Care,10,4800,1000,47000,3300,14000,Transfer
SALE-104111,2024-10-05,2024,10,Jendol Alakuko,Alakuko,Superstore,GlowCare Facial Cleanser,Skin Care,14,4800,500,66700,3300,20500,Transfer
SALE-104112,2023-07-20,2023,7,Shoprite Festival Mall,Festac,Supermarket,GlowCare Facial Cleanser,Skin Care,5,4800,500,23500,3300,7000,Cash
SALE-104113,2023-05-10,2023,5,Shoprite Festival Mall,Festac,Supermarket,GlowCare Face Cream,Skin Care,5,5200,1000,25000,3600,7000,Cash
SALE-104114,2024-06-23,2024,6,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Body Scrub,Body Care,14,4200,1000,57800,3000,15800,POS
SALE-104115,2023-07-28,2023,7,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Shower Gel,Bath Care,1,3800,0,3800,2600,1200,POS
SALE-104116,2025-03-26,2025,3,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Body Lotion,Body Care,2,4500,0,9000,3200,2600,POS
SALE-104117,2024-01-12,2024,1,Shoprite Festival Mall,Festac,Supermarket,GlowCare Body Lotion,Body Care,1,4500,500,4000,3200,800,Transfer
SALE-104118,2024-01-29,2024,1,Justrite Ogba,Ogba,Supermarket,GlowCare Body Lotion,Body Care,6,4500,0,27000,3200,7800,POS
SALE-104119,2024-11-04,2024,11,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Body Lotion,Body Care,8,4500,500,35500,3200,9900,POS
SALE-104120,2023-06-04,2023,6,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Body Scrub,Body Care,3,4200,500,12100,3000,3100,Transfer
SALE-104121,2024-01-03,2024,1,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Shower Gel,Bath Care,2,3800,500,7100,2600,1900,Transfer
SALE-104122,2025-07-12,2025,7,Jendol Egbeda,Egbeda,Superstore,GlowCare Face Cream,Skin Care,1,5200,500,4700,3600,1100,Transfer
SALE-104123,2023-05-20,2023,5,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Shower Gel,Bath Care,4,3800,0,15200,2600,4800,Transfer
SALE-104124,2025-12-08,2025,12,Shoprite Festival Mall,Festac,Supermarket,GlowCare Body Scrub,Body Care,12,4200,0,50400,3000,14400,Transfer
SALE-104125,2023-10-09,2023,10,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Facial Cleanser,Skin Care,10,4800,0,48000,3300,15000,Transfer
SALE-104126,2025-07-26,2025,7,Justrite Ogba,Ogba,Supermarket,GlowCare Body Lotion,Body Care,4,4500,1000,17000,3200,4200,Transfer
SALE-104127,2024-01-27,2024,1,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Body Lotion,Body Care,7,4500,0,31500,3200,9100,Cash
SALE-104128,2024-05-23,2024,5,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Shower Gel,Bath Care,13,3800,0,49400,2600,15600,POS
SALE-104129,2025-05-06,2025,5,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Body Scrub,Body Care,13,4200,500,54100,3000,15100,Transfer
SALE-104130,2023-01-21,2023,1,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Body Scrub,Body Care,12,4200,1000,49400,3000,13400,Transfer
SALE-104131,2023-04-06,2023,4,Jendol Alakuko,Alakuko,Superstore,GlowCare Shower Gel,Bath Care,14,3800,0,53200,2600,16800,Transfer
SALE-104132,2024-02-04,2024,2,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Shower Gel,Bath Care,11,3800,0,41800,2600,13200,Transfer
SALE-104133,2025-03-04,2025,3,Shoprite Festival Mall,Festac,Supermarket,GlowCare Shower Gel,Bath Care,4,3800,1000,14200,2600,3800,Transfer
SALE-104134,2025-07-22,2025,7,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Shower Gel,Bath Care,1,3800,0,3800,2600,1200,POS
SALE-104135,2025-10-11,2025,10,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Facial Cleanser,Skin Care,9,4800,0,43200,3300,13500,POS
SALE-104136,2023-01-27,2023,1,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Facial Cleanser,Skin Care,14,4800,0,67200,3300,21000,Transfer
